Deck,Card,Picture,id
Nilfgaard,Renuald aep Matsen,https://vignette.wikia.nocookie.net/witcher/images/d/d8/Tw3_gwent_card_face_Renuald_aep_Matsen.png/revision/latest?cb=20160630130651,gwint_card_renuald
Scoia'tael,Riordain,https://vignette.wikia.nocookie.net/witcher/images/6/6c/Tw3_gwent_card_face_Riordain.png/revision/latest?cb=20160624162454,gwint_card_riordain
Nilfgaard,Rotten Mangonel,https://vignette.wikia.nocookie.net/witcher/images/1/18/Tw3_gwent_card_face_Rotten_Mangonel.png/revision/latest?cb=20160630154112,gwint_card_rotten
Northern Realms,Sabrina Glevissig,https://vignette.wikia.nocookie.net/witcher/images/7/76/Tw3_gwent_card_face_Sabrina_Glevissig.png/revision/latest?cb=20160617174133,gwint_card_sabrina
Scoia'tael,Saesenthessis,https://vignette.wikia.nocookie.net/witcher/images/5/56/Tw3_gwent_card_face_Saesenthessis.png/revision/latest?cb=20160625115451,gwint_card_saskia
Neutral,Scorch,https://vignette.wikia.nocookie.net/witcher/images/b/b8/Tw3_gwent_card_face_Scorch.png/revision/latest?cb=20151026181736,gwint_card_scorch
Northern Realms,Sheldon Skaggs,https://vignette.wikia.nocookie.net/witcher/images/a/ac/Tw3_gwent_card_face_Sheldon_Skaggs.png/revision/latest?cb=20160617174243,gwint_card_sheldon
Nilfgaard,Shilard Fitz-Oesterlen,https://vignette.wikia.nocookie.net/witcher/images/6/6f/Tw3_gwent_card_face_Shilard_Fitz-Oesterlen.png/revision/latest?cb=20160630130737,gwint_card_shilard
Nilfgaard,Siege Engineer,https://vignette.wikia.nocookie.net/witcher/images/4/40/Tw3_gwent_card_face_Siege_Engineer.png/revision/latest?cb=20160630130811,gwint_card_combat_engineer
Nilfgaard,Siege Technician,https://vignette.wikia.nocookie.net/witcher/images/3/38/Tw3_gwent_card_face_Siege_Technician.png/revision/latest?cb=20160630130859,gwint_card_siege_support
Northern Realms,Siege Tower,https://vignette.wikia.nocookie.net/witcher/images/f/fd/Tw3_gwent_card_face_Siege_Tower.png/revision/latest?cb=20160320090203,gwint_card_siege_tower
Northern Realms,Siegfried of Denesle,https://vignette.wikia.nocookie.net/witcher/images/6/6e/Tw3_gwent_card_face_Siegfried_of_Denesle.png/revision/latest?cb=20160617174325,gwint_card_siegfried
Northern Realms,Sigismund Dijkstra,https://vignette.wikia.nocookie.net/witcher/images/7/7b/Tw3_gwent_card_face_Sigismund_Dijkstra.png/revision/latest?cb=20160320092811,gwint_card_dijkstra
Northern Realms,Síle de Tansarville,https://vignette.wikia.nocookie.net/witcher/images/c/c7/Tw3_gwent_card_face_Sile_de_Tansarville.png/revision/latest?cb=20160320100603,gwint_name_sile
Nilfgaard,Stefan Skellen,https://vignette.wikia.nocookie.net/witcher/images/e/e4/Tw3_gwent_card_face_Stefan_Skellen.png/revision/latest?cb=20160630130923,gwint_card_stefan
Nilfgaard,Sweers,https://vignette.wikia.nocookie.net/witcher/images/2/21/Tw3_gwent_card_face_Sweers.png/revision/latest?cb=20160630131403,gwint_card_sweers
Northern Realms,Thaler,https://vignette.wikia.nocookie.net/witcher/images/9/90/Tw3_gwent_card_face_Thaler.png/revision/latest?cb=20160320092217,gwint_card_thaler
Nilfgaard,Tibor Eggebracht,https://vignette.wikia.nocookie.net/witcher/images/9/93/Tw3_gwent_card_face_Tibor_Eggebracht.png/revision/latest?cb=20160630131443,gwint_card_tibor
Neutral,Torrential Rain,https://vignette.wikia.nocookie.net/witcher/images/8/87/Tw3_gwent_card_face_Torrential_Rain.png/revision/latest?cb=20151026181925,gwint_card_rain
Scoia'tael,Toruviel,https://vignette.wikia.nocookie.net/witcher/images/5/50/Tw3_gwent_card_face_Toruviel.png/revision/latest?cb=20160624162718,gwint_card_toruviel
Northern Realms,Trebuchet (1 of 2),https://vignette.wikia.nocookie.net/witcher/images/7/73/Tw3_gwent_card_face_Trebuchet_1.png/revision/latest?cb=20160320091347,gwint_card_trebuchet
Northern Realms,Trebuchet (2 of 2),https://vignette.wikia.nocookie.net/witcher/images/b/bb/Tw3_gwent_card_face_Trebuchet_2.png/revision/latest?cb=20180510194959,gwint_card_trebuchet2
Neutral,Triss Merigold,https://vignette.wikia.nocookie.net/witcher/images/0/03/Tw3_gwent_card_face_Triss.png/revision/latest?cb=20151026182233,gwint_card_triss
Monsters,Vampire: Bruxa,https://vignette.wikia.nocookie.net/witcher/images/e/e2/Tw3_gwent_card_face_Vampire_Bruxa.png/revision/latest?cb=20160425172906,gwint_card_bruxa
Monsters,Vampire: Ekimmara,https://vignette.wikia.nocookie.net/witcher/images/a/a8/Tw3_gwent_card_face_Vampire_Ekimmara.png/revision/latest?cb=20160425172238,gwint_card_ekkima
Monsters,Vampire: Fleder,https://vignette.wikia.nocookie.net/witcher/images/2/23/Tw3_gwent_card_face_Vampire_Fleder.png/revision/latest?cb=20160425173811,gwint_card_fleder
Monsters,Vampire: Garkain,https://vignette.wikia.nocookie.net/witcher/images/2/2d/Tw3_gwent_card_face_Vampire_Garkain.png/revision/latest?cb=20160425174414,gwint_card_garkain
Monsters,Vampire: Katakan,https://vignette.wikia.nocookie.net/witcher/images/e/e4/Tw3_gwent_card_face_Vampire_Katakan.png/revision/latest?cb=20160425174650,gwint_card_katakan
Nilfgaard,Vanhemar,https://vignette.wikia.nocookie.net/witcher/images/c/ce/Tw3_gwent_card_face_Vanhemar.png/revision/latest?cb=20160630131540,gwint_card_vanhemar
Nilfgaard,Vattier de Rideaux,https://vignette.wikia.nocookie.net/witcher/images/3/33/Tw3_gwent_card_face_Vattier_de_Rideaux.png/revision/latest?cb=20160324143806,gwint_card_vattier
Northern Realms,Vernon Roche,https://vignette.wikia.nocookie.net/witcher/images/8/8a/Tw3_gwent_card_face_Vernon_Roche.png/revision/latest?cb=20160320101435,gwint_card_vernon
Northern Realms,Ves,https://vignette.wikia.nocookie.net/witcher/images/6/67/Tw3_gwent_card_face_Ves.png/revision/latest?cb=20160320101215,gwint_card_ves
Neutral,Vesemir,https://vignette.wikia.nocookie.net/witcher/images/f/f8/Tw3_gwent_card_face_Vesemir.png/revision/latest?cb=20151026182442,gwint_card_vesemir
Neutral,Villentretenmerth,https://vignette.wikia.nocookie.net/witcher/images/c/c9/Tw3_gwent_card_face_Villentretenmerth.png/revision/latest?cb=20160416164859,gwint_card_villen
Nilfgaard,Vreemde,https://vignette.wikia.nocookie.net/witcher/images/3/3f/Tw3_gwent_card_face_Vreemde.png/revision/latest?cb=20160630131628,gwint_card_vreemde
Scoia'tael,Vrihedd Brigade Recruit,https://vignette.wikia.nocookie.net/witcher/images/b/bd/Tw3_gwent_card_face_Vrihedd_Brigade_Recruit.png/revision/latest?cb=20160624162804,gwint_card_vrihedd_cadet
Scoia'tael,Vrihedd Brigade Veteran (1 of 2),https://vignette.wikia.nocookie.net/witcher/images/9/9b/Tw3_gwent_card_face_Vrihedd_Brigade_Veteran_2.png/revision/latest?cb=20160624162914,gwint_card_vrihedd_brigade
Scoia'tael,Vrihedd Brigade Veteran (2 of 2),https://vignette.wikia.nocookie.net/witcher/images/4/40/Tw3_gwent_card_face_Vrihedd_Brigade_Veteran_1.png/revision/latest?cb=20160624162835,gwint_card_vrihedd_brigade2
Monsters,Werewolf,https://vignette.wikia.nocookie.net/witcher/images/2/25/Tw3_gwent_card_face_Werewolf.png/revision/latest?cb=20160425185214,gwint_card_werewolf
Monsters,Wyvern,https://vignette.wikia.nocookie.net/witcher/images/2/25/Tw3_gwent_card_face_Werewolf.png/revision/latest?cb=20160425185214,gwint_card_wyvern
Scoia'tael,Yaevinn,https://vignette.wikia.nocookie.net/witcher/images/f/fa/Tw3_gwent_card_face_Yaevinn.png/revision/latest?cb=20160624163036,gwint_card_yaevinn
Northern Realms,Yarpen Zigrin,https://vignette.wikia.nocookie.net/witcher/images/8/84/Tw3_gwent_card_face_Yarpen_Zigrin.png/revision/latest?cb=20160320092544,gwint_card_yarpen
Neutral,Yennefer of Vengerberg,https://vignette.wikia.nocookie.net/witcher/images/8/8e/Tw3_gwent_card_face_Yennefer.png/revision/latest?cb=20160322104514,gwint_card_yennefer
Nilfgaard,Young Emissary (1 of 2),https://vignette.wikia.nocookie.net/witcher/images/8/80/Tw3_gwent_card_face_Young_Emmisary_1.png/revision/latest?cb=20160630131653,gwint_card_young_emissary
Nilfgaard,Young Emissary (2 of 2),https://vignette.wikia.nocookie.net/witcher/images/2/25/Tw3_gwent_card_face_Young_Emmisary_2.png/revision/latest?cb=20160630131744,gwint_card_young_emissary2
Nilfgaard,Zerrikanian Fire Scorpion,https://vignette.wikia.nocookie.net/witcher/images/4/41/Tw3_gwent_card_face_Zerrikanian_Fire_Scorpion.png/revision/latest?cb=20160630131811,gwint_card_zerri
Neutral,Zoltan Chivay,https://vignette.wikia.nocookie.net/witcher/images/a/a9/Tw3_gwent_card_face_Zoltan.png/revision/latest?cb=20180415222748,gwint_card_zoltan
Neutral,Cow,https://static.wikia.nocookie.net/witcher/images/0/08/Tw3_gwent_card_face_Cow.png/revision/latest?cb=20151026152441,gwint_card_cow
Monsters,Eredin Bréacc Glas: The Treacherous,https://static.wikia.nocookie.net/witcher/images/8/8b/Tw3_gwent_card_face_Eredin_The_Treacherous.png/revision/latest?cb=20160617174744,gwint_card_eredin_platinium
Scoia'tael,Francesca Findabair: Hope of the Aen Seidhe,https://static.wikia.nocookie.net/witcher/images/2/21/Tw3_gwent_card_face_Francesca_Findabair_Hope_of_the_Aen_Seidhe.png/revision/latest?cb=20180415043449,gwint_card_francesca_platinium
Neutral,Gaunter O'Dimm: Darkness,https://static.wikia.nocookie.net/witcher/images/c/c9/Tw3_gwent_card_face_Gaunter_ODimm_Darkness.png/revision/latest?cb=20151026152613,gwint_card_mrmirror_foglet
Northern Realms,Foltest: Son of Medell,https://static.wikia.nocookie.net/witcher/images/2/24/Tw3_gwent_card_face_Foltest_Son_of_Medell.png/revision/latest?cb=20151026143958,gwint_card_foltest_platinium
Scoia'tael,Schirrú,https://static.wikia.nocookie.net/witcher/images/4/41/Tw3_gwent_card_face_Schirru.png/revision/latest?cb=20160426202939,gwint_card_schirru
Nilfgaard,Emhyr var Emreis: Invader of the North,https://static.wikia.nocookie.net/witcher/images/c/cb/Tw3_gwent_card_face_Emhyr_var_Emreis_Invader_of_the_North.png/revision/latest?cb=20160630125353,gwint_card_emhyr_platinium
Neutral,Gaunter O'Dimm,https://static.wikia.nocookie.net/witcher/images/d/d3/Tw3_gwent_card_face_Gaunt_ODimm.png/revision/latest?cb=20180415222047,gwint_card_mrmirror
Neutral,Olgierd von Everec,https://static.wikia.nocookie.net/witcher/images/b/b4/Tw3_gwent_card_face_Olgierd_von_Everec.png/revision/latest?cb=20160329071156,gwint_card_olgierd
Monsters,Toad,https://static.wikia.nocookie.net/witcher/images/1/1f/Tw3_gwent_card_face_Toad.png/revision/latest?cb=20160329070657,gwint_card_toad
Skellige,Berserker,https://static.wikia.nocookie.net/witcher/images/6/65/Tw3_gwent_face_Berserker.png/revision/latest?cb=20160701162017,gwint_card_berserker
Skellige,Birna Bran,https://static.wikia.nocookie.net/witcher/images/2/23/Tw3_gwent_face_Birna_Bran.png/revision/latest?cb=20160701152955,gwint_card_birna_bran
Skellige,Blueboy Lugos,https://static.wikia.nocookie.net/witcher/images/b/bd/Tw3_gwent_face_Blueboy_Lugos.png/revision/latest?cb=20160701153543,gwint_card_blueboy_lugos
Skellige,Clan Heymaey Skald,https://static.wikia.nocookie.net/witcher/images/9/96/Tw3_gwent_face_Clan_Heymaey_Skald.png/revision/latest?cb=20160701153348,gwint_card_clan_heymaey_skald
Skellige,Clan Tordarroch Armorsmith,https://static.wikia.nocookie.net/witcher/images/7/7f/Tw3_gwent_face_Clan_Tordarroch_Armorsmith.png/revision/latest?cb=20160701162056,gwint_card_clan_tordarroch_armorsmith
Skellige,Clan an Craite Warrior,https://static.wikia.nocookie.net/witcher/images/0/05/Tw3_gwent_face_Clan_an_Craite_Warrior.png/revision/latest?cb=20160701162300,gwint_card_clan_an_craite_warrior
Skellige,Crach an Craite,https://static.wikia.nocookie.net/witcher/images/d/da/Tw3_gwent_card_face_Crach_an_Craite.png/revision/latest?cb=20160630133656,gwint_card_king_bran_copper
Skellige,Donar an Hindar,https://static.wikia.nocookie.net/witcher/images/8/8d/Tw3_gwent_face_Donar_an_Hindar.png/revision/latest?cb=20160701162356,gwint_card_donar_an_hindar
Skellige,Hjalmar,https://static.wikia.nocookie.net/witcher/images/8/81/Tw3_gwent_face_Hjalmar.png/revision/latest?cb=20160701153300,gwint_card_hjalmar
Skellige,Holger Blackhand,https://static.wikia.nocookie.net/witcher/images/f/f8/Tw3_gwent_face_Holger_Blackhand.png/revision/latest?cb=20160701162533,gwint_card_holger_blackhand
Skellige,Madman Lugos,https://static.wikia.nocookie.net/witcher/images/9/93/Tw3_gwent_face_Madman_Lugos.png/revision/latest?cb=20160701153214,gwint_card_madman_lugos
Skellige,Svanrige,https://static.wikia.nocookie.net/witcher/images/4/4a/Tw3_gwent_face_Svanrige.png/revision/latest?cb=20160701162139,gwint_card_svanrige
Skellige,Udalryk,https://static.wikia.nocookie.net/witcher/images/9/9a/Tw3_gwent_face_Udalryk.png/revision/latest?cb=20160701162751,gwint_card_udalryk
Skellige,Clan Brokvar Archer (1 of 3),https://static.wikia.nocookie.net/witcher/images/f/f2/Tw3_gwent_face_Clan_Brokvar_Archer.png/revision/latest?cb=20160701162447,gwint_card_clan_brokvar_archer
Skellige,Clan Brokvar Archer (2 of 3),https://static.wikia.nocookie.net/witcher/images/f/f2/Tw3_gwent_face_Clan_Brokvar_Archer.png/revision/latest?cb=20160701162447,gwint_card_clan_brokvar_archer
Skellige,Clan Brokvar Archer (3 of 3),https://static.wikia.nocookie.net/witcher/images/f/f2/Tw3_gwent_face_Clan_Brokvar_Archer.png/revision/latest?cb=20160701162447,gwint_card_clan_brokvar_archer
Skellige,Clan Drummond Shield Maiden (1 of 3),https://static.wikia.nocookie.net/witcher/images/3/3b/Tw3_gwent_face_Clan_Drummond_Shield_Maiden_2.png/revision/latest?cb=20160701153455,gwint_card_clan_drummond_shieldmaiden
Skellige,Clan Drummond Shield Maiden (2 of 3),https://static.wikia.nocookie.net/witcher/images/3/3b/Tw3_gwent_face_Clan_Drummond_Shield_Maiden_2.png/revision/latest?cb=20160701153455,gwint_card_clan_drummond_shieldmaiden2
Skellige,Clan Drummond Shield Maiden (3 of 3),https://static.wikia.nocookie.net/witcher/images/3/3b/Tw3_gwent_face_Clan_Drummond_Shield_Maiden_2.png/revision/latest?cb=20160701153455,gwint_card_clan_drummond_shieldmaiden3
Skellige,Light Longship (1 of 3),https://static.wikia.nocookie.net/witcher/images/5/57/Tw3_gwent_face_Light_Longship.png/revision/latest?cb=20160701153639,gwint_card_light_drakkar
Skellige,Light Longship (2 of 3),https://static.wikia.nocookie.net/witcher/images/5/57/Tw3_gwent_face_Light_Longship.png/revision/latest?cb=20160701153639,gwint_card_light_drakkar
Skellige,Light Longship (3 of 3),https://static.wikia.nocookie.net/witcher/images/5/57/Tw3_gwent_face_Light_Longship.png/revision/latest?cb=20160701153639,gwint_card_light_drakkar
Skellige,Mardroeme (1 of 3),https://static.wikia.nocookie.net/witcher/images/8/8f/Tw3_gwent_card_face_Mardroeme.png/revision/latest?cb=20160630134026,gwint_card_mushroom
Skellige,Mardroeme (2 of 3),https://static.wikia.nocookie.net/witcher/images/8/8f/Tw3_gwent_card_face_Mardroeme.png/revision/latest?cb=20160630134026,gwint_card_mushroom
Skellige,Mardroeme (3 of 3),https://static.wikia.nocookie.net/witcher/images/8/8f/Tw3_gwent_card_face_Mardroeme.png/revision/latest?cb=20160630134026,gwint_card_mushroom
Skellige,War Longship (1 of 3),https://static.wikia.nocookie.net/witcher/images/6/63/Tw3_gwent_face_War_Longship.png/revision/latest?cb=20160701162621,gwint_card_war_drakkar
Skellige,War Longship (2 of 3),https://static.wikia.nocookie.net/witcher/images/6/63/Tw3_gwent_face_War_Longship.png/revision/latest?cb=20160701162621,gwint_card_war_drakkar
Skellige,War Longship (3 of 3),https://static.wikia.nocookie.net/witcher/images/6/63/Tw3_gwent_face_War_Longship.png/revision/latest?cb=20160701162621,gwint_card_war_drakkar
Skellige,Young Berserker (1 of 3),https://static.wikia.nocookie.net/witcher/images/7/77/Tw3_gwent_face_Young_Berserker.png/revision/latest?cb=20160701153101,gwint_card_young_berserker
Skellige,Young Berserker (2 of 3),https://static.wikia.nocookie.net/witcher/images/7/77/Tw3_gwent_face_Young_Berserker.png/revision/latest?cb=20160701153101,gwint_card_young_berserker
Skellige,Young Berserker (3 of 3),https://static.wikia.nocookie.net/witcher/images/7/77/Tw3_gwent_face_Young_Berserker.png/revision/latest?cb=20160701153101,gwint_card_young_berserker
Skellige,Cerys,https://static.wikia.nocookie.net/witcher/images/3/3c/Tw3_gwent_card_face_Cerys.png/revision/latest?cb=20160630133458,gwint_card_cerys
Skellige,Clan Dimun Pirate,https://static.wikia.nocookie.net/witcher/images/4/4e/Tw3_gwent_card_face_Clan_Dimun_Pirate.png/revision/latest?cb=20160630133530,gwint_card_clan_dimun_pirate
Skellige,Draig Bon-Dhu,https://static.wikia.nocookie.net/witcher/images/b/b5/Tw3_gwent_card_face_Draig_Bon-Dhu.png/revision/latest?cb=20160630133745,gwint_card_draig
Skellige,Ermion,https://static.wikia.nocookie.net/witcher/images/f/f9/Tw3_gwent_card_face_Ermion.png/revision/latest?cb=20160624130624,gwint_card_ermion
Skellige,Kambi,https://static.wikia.nocookie.net/witcher/images/8/82/Tw3_gwent_card_face_Kambi.png/revision/latest?cb=20160630134005,gwint_card_cock
Skellige,King Bran,https://static.wikia.nocookie.net/witcher/images/9/9f/Tw3_gwent_face_King_Bran.png/revision/latest?cb=20160822104303,gwint_card_king_bran_bronze
Skellige,Olaf,https://static.wikia.nocookie.net/witcher/images/1/13/Tw3_gwent_face_Olaf.png/revision/latest?cb=20160808185616,gwint_card_olaf
Neutral,Skellige Storm,https://static.wikia.nocookie.net/witcher/images/1/1a/Tw3_gwent_face_Skellige_Storm.png/revision/latest?cb=20160808192129,gwint_card_skellige_storm
